	Standard Type	Standard Value	Smiles	pKi
6522	Ki	0.1995	CS(=O)(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	9.7001
6523	Ki	0.1259	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNS(=O)(=O)N	9.9
6524	Ki	1.0	CNS(=O)(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	9.0
6525	Ki	0.1	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNC4=NCC(=O)N4	10.0
6526	Ki	15.85	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNC(=O)C4=NC=CN4	7.8
6527	Ki	0.1585	CNCC(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	9.8
6528	Ki	158.49	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N5CC(C5)N	6.8
6529	Ki	7.943	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N5CCNCC5	8.1
6530	Ki	79.43	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)NCCCN5C=CN=C5	7.1
6531	Ki	50.12	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC5=C(C=C4)OCCO5	7.3
6532	Ki	63.1	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N(C)C5CCN(CC5)C	7.2
6533	Ki	316.23	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC=C4	6.5
6534	Ki	31.62	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC(=C4)C5=CC=CC=C5	7.5
6535	Ki	50.12	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)NC5CCN(CC5)CC6=CC=CC=C6	7.3
6536	Ki	79.43	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N5CC(C5)CN	7.1
6537	Ki	63.1	COC1=CC=CC(=C1)N2CCN(CC2)C(=O)C3CN(C4=CC=CC=C34)S(=O)(=O)C5=CC=C(C6=CC=CC=C65)OC	7.2
6538	Ki	31.62	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)NCCCN5CCOCC5	7.5
6539	Ki	5.012	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC5=C4C=CC=C5Cl	8.3
6540	Ki	316.23	CC1=CC2=C(C(=CC=C2)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N(C)C5CCN(CC5)C)N=C1	6.5
6541	Ki	125.89	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC5=NSN=C54	6.9
6542	Ki	316.23	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CS4	6.5
6543	Ki	100.0	CC1=C(C=CC(=C1C)S(=O)(=O)N2CC(C3=CC=CC=C32)C(=O)N(C)C4CCN(CC4)C)OC	7.0
6544	Ki	31.62	CN1C2CCC1CC(C2)NC(=O)C3CN(C4=CC=CC=C34)S(=O)(=O)C5=CC=C(C6=CC=CC=C65)OC	7.5
6545	Ki	7.943	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=C(C5=CC=CC=C54)OC	8.1
6546	Ki	25.12	CN1CCC(CC1)NC(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=C(C5=CC=CC=C54)OC	7.6
6547	Ki	1.259	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N5CCCNCC5	8.9
6548	Ki	19.95	CCN(CC)CCNC(=O)C1CN(C2=CC=CC=C12)S(=O)(=O)C3=CC=C(C4=CC=CC=C43)OC	7.7001
6549	Ki	79.43	CCN(CC)CCCNC(=O)C1CN(C2=CC=CC=C12)S(=O)(=O)C3=CC=C(C4=CC=CC=C43)OC	7.1
6550	Ki	31.62	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC5=CC=CC=C54	7.5
6551	Ki	25.12	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	7.6
6552	Ki	31.62	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC5CCOC5C=C4	7.5
6553	Ki	25.12	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F	7.6
6554	Ki	19.95	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	7.7001
6555	Ki	25.12	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	7.6
6556	Ki	100.0	CC1=CC(=C(C(=C1S(=O)(=O)N2CC(C3=CC=CC=C32)C(=O)N(C)C4CCN(CC4)C)C)C)OC	7.0
6557	Ki	125.89	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=C(C=C4)C5=CC=CC=C5	6.9
6747	Ki	87.5	C1CCN(C1)C2=NC3=C(N=NN3C4=C2SC=C4)S(=O)(=O)C5=CC=CC=C5	7.058
6758	Ki	103.0	CC(C12CC3CC(C1)CC(C3)C2)NC4=NC5=C(N=NN5C6=C4SC=C6)S(=O)(=O)C7=CC=CC=C7	6.9872
6987	Ki	215.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)N(CCCCCCCCNS(=O)(=O)C3=CC=CC4=C3C=CC=C4N(C)C)C5=CC(=C(C=C5)OC)N6CCNCC6	6.6676
6989	Ki	194.0	CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCCCCN3CCN(CC3)C4=C(C=CC(=C4)NS(=O)(=O)C5=CC=CC6=C5C=CC=C6N(C)C)OC	6.7122
6991	Ki	165.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCN(CC4)S(=O)(=O)C5=CC=CC6=C5C=CC=C6N(C)C	6.7825
6993	Ki	447.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCN(CC4)CCCCCCCCNS(=O)(=O)C5=CC=CC6=C5C=CC=C6N(C)C	6.3497
6995	Ki	523.0	CN(C)C1=CC=C(C=C1)C2=CN=C(O2)C3=CC=C(C=C3)S(=O)(=O)NC4=CC(=C(C=C4)OC)N5CCNCC5	6.2815
6997	Ki	554.0	CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCCN3CCN(CC3)C4=C(C=CC(=C4)NS(=O)(=O)C5=CC=CC6=C5C=CC=C6N(C)C)OC	6.2565
6999	Ki	135.0	CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N(C3=CC(=C(C=C3)OC)N4CCNCC4)S(=O)(=O)C5=CC=CC6=C5C=CC=C6N(C)C	6.8697
7001	Ki	741.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OCCCCCCCCNS(=O)(=O)C4=CC=CC5=C4C=CC=C5N(C)C)N6CCNCC6	6.1302
7003	Ki	175.0	CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCN3CCN(CC3)C4=C(C=CC(=C4)NS(=O)(=O)C5=CC=CC6=C5C=CC=C6N(C)C)OC	6.757
7005	Ki	747.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)N(CCCCNS(=O)(=O)C3=CC=CC4=C3C=CC=C4N(C)C)C5=CC(=C(C=C5)OC)N6CCNCC6	6.1267
7007	Ki	90.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCN(CC4)CCCCCCNC(=O)CCCCC5[C@@H]6[C@H](CS5)NC(=O)N6	7.0458
7008	Ki	266.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCN(CC4)CCCCCCNS(=O)(=O)C5=CC=CC6=C5C=CC=C6N(C)C	6.5751
7010	Ki	8.0	CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCNCC4	8.0969
7012	Ki	27.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)N(C3=CC(=C(C=C3)OC)N4CCNCC4)S(=O)(=O)C5=CC=CC6=C5C=CC=C6N(C)C	7.5686
7117	Ki	88.0	COC1=CC=C(C=C1)S(=O)(=O)C2=C3C(=NN2)C=CC=C3N4CCNCC4	7.0555
7130	Ki	207.0	C1CN(CCN1)C2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F	6.684
7134	Ki	11.0	C1CN(CCN1)C2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC(=C4)F	7.9586
7135	Ki	124.0	COC1=CC=C(C=C1)S(=O)(=O)C2=C3C=CC(=CC3=NN2)N4CCNCC4	6.9066
7160	Ki	110.0	C1CN(CCN1)C2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=C(C=C4)Cl	6.9586
7185	Ki	125.0	C1CN(CCN1)C2=CC=CC3=NNC(=C32)S(=O)(=O)C4=CC=C(C=C4)Cl	6.9031
7186	Ki	48.0	C1CN(CCN1)C2=CC=CC3=NNC(=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54	7.3188
7196	Ki	27.0	CC1=CC=C(C=C1)S(=O)(=O)C2=C3C=CC(=CC3=NN2)N4CCNCC4	7.5686
7203	Ki	134.0	C1CN(CCN1)C2=CC=CC3=NNC(=C32)S(=O)(=O)C4=CC=CC(=C4)F	6.8729
7204	Ki	134.0	CC1=CC=C(C=C1)S(=O)(=O)C2=C3C(=NN2)C=CC=C3N4CCNCC4	6.8729
7205	Ki	22.0	C1CN(CCN1)C2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54	7.6576
7209	Ki	489.0	CCCCN1CCC(CC1)COC(=O)C2=CC(=C(C3=C2OCCO3)NC)Cl	6.3107
7246	Ki	1.0	C1CNCC1N2C=C(C3=C2N=CC=C3)S(=O)(=O)C4=CC=C(S4)Cl	9.0
7287	Ki	1.995	CN1CCCC(C1)N2C=C(C3=C2N=CC=C3)S(=O)(=O)C4=C(N=C5N4C=CS5)Cl	8.7001
7288	Ki	0.7943	CN1CCC(C1)N2C=C(C3=C2N=CC=C3)S(=O)(=O)C4=C(N=C5N4C=CS5)Cl	9.1
7313	Ki	0.7079	C1CC(CNC1)N2C=C(C3=C2N=CC=C3)S(=O)(=O)C4=C(N=C5N4C=CS5)Cl	9.15
7314	Ki	0.7079	CCN1CCCC(C1)N2C=C(C3=C2N=CC=C3)S(=O)(=O)C4=C(N=C5N4C=CS5)Cl	9.15
7315	Ki	1.0	C1CNCC1N2C=C(C3=C2N=CC=C3)S(=O)(=O)C4=C(N=C5N4C=CS5)Cl	9.0
7348	Ki	1.698	CC(C)N1CCCC(C1)N2C=C(C3=C2N=CC=C3)S(=O)(=O)C4=C(N=C5N4C=CS5)Cl	8.7701
7385	Ki	1.413	CCN1CCC(C1)N2C=C(C3=C2N=CC=C3)S(=O)(=O)C4=C(N=C5N4C=CS5)Cl	8.8499
7394	Ki	0.5623	CC1=NC2=C(C(=NN2C(=C1)CO)SC)S(=O)(=O)C3=CC=CC=C3	9.25
7396	Ki	7.943	CC1=NC2=C(C(=NN2C=C1)SC)S(=O)(=O)C3=CC(=C(C=C3)F)Cl	8.1
7398	Ki	9.55	CC1=CC(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=C(C=C3)OC)C	8.02
7399	Ki	6.761	CC1=CC(=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC=C(C=C3)F)C	8.17
7402	Ki	1.995	CC1=CC(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=C(C=C3)O)C	8.7001
7403	Ki	3.162	CC1=CC(=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC=C(C=C3)Cl)C	8.5
7405	Ki	0.6026	CC1=CC(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC(=C(C=C3)F)Cl)C	9.22
7407	Ki	0.2818	CC1=NC2=C(C(=NN2C(=C1)CO)NC)S(=O)(=O)C3=CC=CC=C3	9.5501
7409	Ki	0.1862	CC1=CC(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC(=CC=C3)Cl)C	9.73
7411	Ki	44.67	CSC1=NN2C=CC=NC2=C1S(=O)(=O)C3=CC(=C(C=C3)F)Cl	7.35
7413	Ki	11.75	CNC1=NN2C=CC=NC2=C1S(=O)(=O)C3=CC=C(C=C3)F	7.93
7416	Ki	154.88	CC1=NC2=C(C(=NN2C(=C1)COC)SC)S(=O)(=O)C3=CC=CC=C3	6.81
7417	Ki	1.445	CC1=NC2=C(C(=NN2C=C1)NC)S(=O)(=O)C3=CC=CC=C3	8.8401
7419	Ki	0.2399	CC1=CC=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3	9.62
7422	Ki	0.4786	CC1=CC(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)CO	9.32
7425	Ki	7.586	CC1=NC2=C(C(=NN2C(=C1)COC)NC)S(=O)(=O)C3=CC=CC=C3	8.12
7428	Ki	3.89	CNC1=NN2C=CC=NC2=C1S(=O)(=O)C3=CC=CC=C3	8.4101
7430	Ki	37.15	CC1=CC(=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC=C(C=C3)N(C)C)C	7.43
7431	Ki	15.14	CSC1=NN2C=CC=NC2=C1S(=O)(=O)C3=CC(=CC=C3)Cl	7.8199
7433	Ki	1.072	CC1=CC(=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC=CC(=C3)F)C	8.9698
7435	Ki	131.83	CSC1=NN2C=CC=NC2=C1S(=O)(=O)C3=CC=C(C=C3)F	6.88
7437	Ki	3.981	CC1=CC(=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC=C(C=C3)O)C	8.4
7438	Ki	3.802	CC1=CC(=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC(=C(C=C3)F)Cl)C	8.42
7440	Ki	0.257	CC1=CC(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)C	9.5901
7447	Ki	37.15	CC1=CC(=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC=C(C=C3)OC)C	7.43
7449	Ki	114.82	CSC1=NN2C=CC=NC2=C1S(=O)(=O)C3=CC=CC=C3	6.94
7451	Ki	1.202	CC1=CC(=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC=CC=C3)C	8.9201
7458	Ki	0.2692	CC1=CC(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)COC	9.5699
7460	Ki	3.236	CC1=CC(=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC=CC=C3)COC	8.49
7462	Ki	2.138	CC1=CC(=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC=CC=C3)CO	8.67
7464	Ki	0.5012	CC1=CC(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC(=C3)F)C	9.3
7466	Ki	0.7586	CC1=CC(=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC(=CC=C3)Cl)C	9.12
7468	Ki	22.91	CC1=CC=NC2=C(C(=NN12)SC)S(=O)(=O)C3=CC=CC=C3	7.64
7471	Ki	16.6	CC1=NC2=C(C(=NN2C=C1)SC)S(=O)(=O)C3=CC=CC=C3	7.7799
7473	Ki	1.175	CNC1=NN2C=CC=NC2=C1S(=O)(=O)C3=CC(=CC=C3)Cl	8.93
7476	Ki	0.3981	CC1=CC(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=C(C=C3)F)C	9.4
7478	Ki	9.8	COC1=CC=C(C=C1)S(=O)(=O)C2=C3C=C(C=CC3=NN2)NC4CCNCC4.Cl	8.0088
7481	Ki	12.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=C4C=C(C=CC4=NN3)CNCCN.Cl	7.9208
7484	Ki	9.8	C1CC(CNC1)C(=O)NC2=CC=CC3=C(NN=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	8.0088
7487	Ki	0.6	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC5=CC=CC=C5C=C4.Cl	9.2218
7490	Ki	2.8	C1CNCCC1NC2=CC=CC3=NNC(=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	8.5528
7493	Ki	1.5	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=C4C=C(C=CC4=NN3)NC(=O)CCN.Cl	8.8239
7496	Ki	24.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=C4C=CC(=CC4=NN3)NC(=O)CCN.Cl	7.6198
7499	Ki	6.7	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC(=C4)F.Cl	8.1739
7502	Ki	1.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)C2=C3C=C(C=CC3=NN2)NC4CCNCC4.Cl	9.0
7505	Ki	6.7	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=C4C=C(C=CC4=NN3)NCCN.Cl	8.1739
7508	Ki	4.3	CC(C)[C@@H](CNC1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43)N.Cl	8.3665
7511	Ki	1.7	C1CC(CNC1)NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	8.7696
7514	Ki	1.0	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC(=CC=C4)Cl.Cl	9.0
7517	Ki	44.0	C1CNCCC1CNC2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	7.3565
7518	Ki	14.0	CN(C)CCN(C)CC1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	7.8539
7521	Ki	0.7	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	9.1549
7524	Ki	1.5	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F.Cl	8.8239
7527	Ki	44.0	CN(C)CCC(=O)NC1=CC2=NNC(=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	7.3565
7528	Ki	28.0	C1CNCCC1C(=O)NC2=CC=CC3=C(NN=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	7.5528
7529	Ki	0.8	CC1=CC(=CC=C1)S(=O)(=O)C2=C3C=C(C=CC3=NN2)NC4CCNCC4.Cl	9.0969
7532	Ki	17.0	C1CNCCC1CNC2=CC=CC3=C(NN=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	7.7696
7535	Ki	4.8	CN(C)CCC(=O)NC1=CC=CC2=C(NN=C21)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	8.3188
7538	Ki	3.5	C1CNCCC1CNC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	8.4559
7541	Ki	66.0	C1CC(CNC1)NC2=CC=CC3=C(NN=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	7.1805
7542	Ki	27.0	CCN(CC)CCC(=O)NC1=CC=CC2=C(NN=C21)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	7.5686
7545	Ki	4.2	C1CC(CNC1)NC2=CC=CC3=NNC(=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	8.3768
7548	Ki	65.0	CCN(CC)CCC(=O)NC1=CC2=NNC(=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	7.1871
7549	Ki	17.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=C4C=CC=C(C4=NN3)NCCN.Cl	7.7696
7552	Ki	30.0	C1CNCCC1NC2=CC=CC3=C(NN=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	7.5229
7553	Ki	3.1	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC=C4.Cl	8.5086
7556	Ki	6.3	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=C(C=C4)F.Cl	8.2007
7559	Ki	0.24	C1CN(CCN1)CC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	9.6198
7562	Ki	12.0	C1CCN(CC1)CCC(=O)NC2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	7.9208
7565	Ki	31.0	C1CNCCC1C(=O)NC2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	7.5086
7566	Ki	107.0	C1CCN(CC1)CCNC(=O)C2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	6.9706
7567	Ki	53.0	C1CNCCC1NC2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	7.2757
7568	Ki	3.4	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=C4C=CC=C(C4=NN3)NC(=O)CCN.Cl	8.4685
7569	Ki	1.4	CC(CNC1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43)N.Cl	8.8539
7572	Ki	2.3	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=C(C=C4)Cl.Cl	8.6383
7575	Ki	17.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=C4C=CC(=CC4=NN3)NCCN.Cl	7.7696
7578	Ki	2.9	CN(C)CCNC(=O)C1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	8.5376
7581	Ki	9.5	C1CNCCC1CNC2=CC=CC3=NNC(=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	8.0223
7584	Ki	24.0	C1CCN(CC1)CCC(=O)NC2=CC=CC3=C(NN=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	7.6198
7585	Ki	57.0	C1CC(CNC1)NC2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	7.2441
7586	Ki	1.1	C1CNCCC1C(=O)NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	8.9586
7688	Ki	30.1	CCN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=C(C=C4)C(C)C	7.5214
7689	Ki	55.3	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=C(C=C3)Cl)N4CCN(CC4)C	7.2573
7690	Ki	9.2	CN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=C(C=C4)F	8.0362
7693	Ki	23.2	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)Br)N4CCN(CC4)C	7.6345
7694	Ki	10.8	CN1CCN(CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC(=CC=C4)Cl	7.9666
7695	Ki	3.4	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)N4CCN(CC4)C	8.4685
7698	Ki	8.6	CCN1CCN(CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)C(C)C	8.0655
7732	Ki	10.2	CN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=CC=C4Br	7.9914
7733	Ki	30.5	CCN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)C(C)C	7.5157
7734	Ki	82.3	CCN1CCN(CC1)C2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)OC	7.0846
7735	Ki	30.2	CN1CCN(CC1)C2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=CC=C4Br	7.52
7736	Ki	63.5	CCN1CCN(CC1)C2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=C(C=CC(=C4)OC)OC	7.1972
7737	Ki	15.9	CN1CCN(CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	7.7986
7739	Ki	15.2	CN1CCN(CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Br	7.8182
7740	Ki	10.6	CCN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=C(C=C4)F	7.9747
7744	Ki	25.5	CCN1CCN(CC1)C2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	7.5935
7748	Ki	20.3	CCN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Cl)S(=O)(=O)C4=CC=CC=C4Br	7.6925
7801	Ki	2.512	CSC1=NN2C(=C1S(=O)(=O)C3=CC=CC=C3)N=C4CCCC4=C2N5CCNCC5	8.6
7849	Ki	794.33	CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)NC(=O)C5=NC=CN=C5	6.1
7850	Ki	3162.28	CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)N5CCOC5=O	5.5
7851	Ki	316.23	CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)NC(=O)NC5=CC=CC=C5	6.5
7852	Ki	22.2	CC1=CC(=NC2=C(C(=NN12)OCCO)S(=O)(=O)C3=CC=CC=C3)C	7.6536
7870	Ki	68.4	CC1=CC(=NC2=C(C(=NN12)C)S(=O)(=O)C3=CC=CC=C3)C	7.1649
7888	Ki	2600.0	CC1=CC(=NC2=C(C(=NN12)NCCN(C)C)S(=O)(=O)C3=CC=CC=C3)C	5.585
7889	Ki	2960.0	CC1=CC(=NC2=C(C(=NN12)S(=O)C)S(=O)(=O)C3=CC=CC=C3)C	5.5287
7890	Ki	1380.0	CC1=CC(=NC2=C(C(=NN12)N3CCNCC3)S(=O)(=O)C4=CC=CC=C4)C	5.8601
7895	Ki	14.5	CC1=CC(=NC2=C(C(=NN12)N(C)C)S(=O)(=O)C3=CC=CC=C3)C	7.8386
7897	Ki	764.0	CC1=CC(=NC2=C(C(=NN12)NCCCN(C)C)S(=O)(=O)C3=CC=CC=C3)C	6.1169
7898	Ki	2200.0	CC1=CC(=NC2=C(C(=NN12)OCCN(C)C)S(=O)(=O)C3=CC=CC=C3)C	5.6576
