	Standard Value	Smiles	Standard Activity
2573	50.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)O)CN4CCN(CC4)C.Cl.Cl	1
2574	5.7	CN1CCCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4Br	1
2575	277.0	CN1CCN(CC1)CC2=CN(C3=C2C=CC=N3)S(=O)(=O)C4=CC=CC=C4	1
2576	398.0	CN1CCN(CC1)CCC2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=CC=C4Br.Cl.Cl	1
2577	37.8	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	1
2578	11.5	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
2579	119.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC(=C(C=C4)F)F	1
2580	7.79	CN1CCCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)F.Cl.Cl	1
2581	58.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC(=C4)F	1
2582	1.3	COC1=CC2=C(C=C1)N(C=C2CN3CCNCC3)S(=O)(=O)C4=CC=CC=C4Br.CS(=O)(=O)O.CS(=O)(=O)O.O.O	1
2583	23.5	CN1CCN(CC1)CC2=CN(C3=C2C(=CC=C3)Cl)S(=O)(=O)C4=CC=CC=C4Br	1
2584	29.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=C(C=C4)F)Cl	1
2585	30.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=C(C=C4)F)F	1
2586	9.6	CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)CN4CCN(CC4)C	1
2587	96.3	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OCC(F)(F)F)S(=O)(=O)C4=CC=C(C=C4)Br	1
2588	9.2	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=C(C=C4)Br	1
2589	133.0	C1CN(CCN1CC2=CC=CC=C2)CC3=CN(C4=CC=CC=C43)S(=O)(=O)C5=CC=CC=C5Br	1
2590	10.2	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Br	1
2591	28.2	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=C(C=C4)Cl)Cl	1
2592	6.9	COC1=CC2=C(C=C1)N(C=C2CN3CCNCC3)S(=O)(=O)C4=CC=C(C=C4)F.CS(=O)(=O)O.CS(=O)(=O)O	1
2593	482.0	CN1CCN(CC1)CC2=CNC3=CC=CC=C32	1
2594	200.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)[N+](=O)[O-])S(=O)(=O)C4=CC=CC=C4Br	1
2595	18.7	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)O)S(=O)(=O)C4=CC=CC=C4Br	1
2596	9.2	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC=C3Cl)CN4CCN(CC4)C	1
2597	18.3	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)OC	1
2598	20.0	CCN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)F	1
2599	289.0	CN1CCN(CC1)CCC2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC(=CC=C4)Br.Cl.Cl	1
2600	36.3	CC(C)OC1=CC2=C(C=C1)N(C=C2CN3CCN(CC3)C)S(=O)(=O)C4=CC=CC=C4Br	1
2601	27.6	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)Br)CN4CCN(CC4)C	1
2602	10.3	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)Br	1
2603	17.5	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)F	1
2604	8.8	CCN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	1
2605	91.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=CC(=C4)OC)OC	1
2606	239.0	CN1CCN(CC1)CC2=CN(C3=C2C=CC(=C3)OC)S(=O)(=O)C4=CC=C(C=C4)F	1
2607	326.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)F)C(=O)C4=CC=CC=C4Br	1
2608	90.5	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)C#N	1
2609	36.1	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=C(C=C3)OC)CN4CCN(CC4)C	1
2610	29.4	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC(=C4)OC	1
2611	4.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)N3C=C4C=C(OC5=CC=CC3=C54)CO	1
2612	28.0	CCN(CC)CC1=CC2=CN(C3=C2C(=CC=C3)O1)S(=O)(=O)C4=CC=CC=C4	1
2613	20.0	CC1=C(OC2=CC=CC3=C2C1=CN3S(=O)(=O)C4=CC=CC5=CC=CC=C54)CO	1
2614	1.0	CN(C)CC1=CC2=CN(C3=C2C(=CC=C3)O1)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
2615	266.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)N3C=C4C=C(OC5=CC=CC3=C54)C=O	1
2616	52.0	CC1=C(OC2=CC=CC3=C2C1=CN3S(=O)(=O)C4=CC=CC=C4)CO	1
2617	755.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)N3C=C4C=C(OC5=CC=CC3=C54)C#N	1
2618	1000.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F	1
2619	1695.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=CC=C3)C4=CC=CC=C4	1
2620	1671.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F	1
2621	1670.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCCN(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F	1
2622	1400.0	COC1=CC=C(C=C1)N(CCCCN2CCC(CC2)(C3=CC(=C(C=C3)Cl)C(F)(F)F)O)C4=CC=C(C=C4)OC	1
2623	1680.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCN(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F	1
2624	241.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCC(=O)C4=CC5=C6C(=C4)CCN6C(=O)CC5	1
2625	29.46	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCC(C4=CC5=C6C(=C4)CCN6C(=O)CC5)O	1
2626	17.7	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCC4=CC5=C6C(=C4)CCN6C(=O)CC5	1
2627	6.36	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCC(C4=CC5=C6C(=C4)CCN6C(=O)CC5)O	1
2628	337.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CC=CC6=C5C=CC=N6	1
2629	104.0	C1CN([C@H]1CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CN=CC6=CC=CC=C65	1
2630	1483.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6	1
2631	497.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=NOC6=CC=CC=C65	1
2632	40.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	1
2633	949.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CC=CC6=C5C=CC=N6	1
2634	2057.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6	1
2635	45.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(CC4)C5=NOC6=C5C=CC(=C6)F	1
2636	1810.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OC(=O)N6	1
2637	190.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	1
2638	92.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=NOC6=CC=CC=C65	1
2639	13.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	1
2640	18.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl	1
2641	311.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	1
2642	2990.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OC(=O)N6	1
2643	137.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCC(CC4)C5=NOC6=C5C=CC(=C6)F	1
2644	9.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	1
2645	457.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	1
2646	169.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(CC4)C5=NOC6=C5C=CC(=C6)F	1
2647	72.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	1
2648	23.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl	1
2649	2533.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6	1
2650	348.0	C1CN([C@H]1CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CN=CC6=CC=CC=C65	1
2651	360.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	1
2652	38.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	1
2653	996.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6	1
2654	1259.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CC=NC6=CC=CC=C65	1
2655	176.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	1
2656	221.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CN=CC6=CC=CC=C65	1
2657	40.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	1
2658	291.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NOC6=CC=CC=C65	1
2659	77.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl	1
2660	1263.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6	1
2661	623.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CC=NC3=CC=CC=C32)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	1
2662	344.0	C1CN([C@H]1CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CC=CC6=C5C=CC=N6	1
2663	82.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	1
2664	2310.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6	1
2665	766.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6	1
2666	60.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl	1
2667	3912.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C(=CC=C5)OC(=O)N6	1
2668	130.0	C1CN([C@H]1CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CC=CC6=C5C=CC=N6	1
2669	641.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6	1
2670	1716.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC5=C4N=CC=C5	1
2671	58.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NSC5=CC=CC=C54	1
2672	157.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC5=CC=CC=C54	1
2673	921.0	COC1=CC=CC(=C1)N2CCN(CC2)CCCCCCN3C(=O)C4=CC=CC=C4S3(=O)=O	1
2674	459.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4Cl	1
2675	52.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC(=C4)C(F)(F)F	1
2676	1272.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4C(F)(F)F	1
2677	372.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC(=CC=C4)Cl	1
2678	132.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC(=C(C=C4)Cl)Cl	1
2679	104.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4	1
2680	1619.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4F	1
2681	971.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4	1
2682	920.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=C(C(=CC=C4)Cl)Cl	1
2683	2352.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=N4	1
2684	71.0	COC1=CC2=C(C=C1)NC=C2C3CCN(CC3)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)F	1
2685	301.0	C1CN(CCC1C2=CNC3=C2C=C(C=C3)F)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)F	1
2686	81.0	COC1=CC2=C(C=C1)NC=C2C3CC(=O)N(C3=O)CCCCN4CCC(CC4)C5=CNC6=CC=CC=C65	1
2687	85.0	COC1=CC2=C(C=C1)NC=C2C3CC(=O)N(C3=O)CCCCN4CCC(CC4)C5=CNC6=C5C=C(C=C6)F	1
2688	29.0	C1CN(CCC1C2=CNC3=CC=CC=C32)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)F	1
2689	427.0	COC1=CC2=C(C=C1)NC=C2C3CCN(CC3)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)OC	1
2690	55.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC(=CC=C4)O	1
2691	109.0	COC1=CC=CC2=C1C(=CN2)CCNCC3=CC=C(O3)C4=CC=CC=C4	1
2692	2.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=C4)F)O	1
2693	132.0	COC1=CC=CC2=C1C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)F	1
2694	5.0	CC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	1
2695	1032.0	CC(CC1=CN(C2=CC=CC=C21)C)NCC3=CC=C(O3)C4=CC(=CC=C4)OC	1
2696	60.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=C4)Cl)O	1
2697	475.0	CC(CC1=CNC2=CC=CC=C21)NCC3=CC=C(O3)C4=CC=C(C=C4)O	1
2698	25.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=N4)F)O	1
2699	101.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC5=CC=CC=C5N=C4	1
2700	1696.0	COC1=CC2=C(C=C1)OC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	1
2701	693.0	COC1=C(C=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43)OC	1
2702	220.0	C1OC2=C(O1)C=C(C=C2)C3=CC=C(O3)CNCCC4=CNC5=CC=CC=C54	1
2703	522.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=COC4=C3C=C(C=C4)F)O	1
2704	199.0	CN(CCC1=CNC2=C1C=C(C=C2)OC)CC3=CC=C(O3)C4=CC=C(C=C4)O	1
2705	152.0	C1=CC=C(C=C1)C2=CC=C(S2)CNCCC3=CNC4=CC=CC=C43	1
2706	91.0	C1=CC=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43	1
2707	303.0	CN1C=C(C2=CC=CC=C21)CCNCC3=CC=C(O3)C4=CC=CC=C4	1
2708	76.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC(=CC=C4)OC	1
2709	7.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	1
2710	345.0	CC(CC1=CNC2=C1C=C(C=C2)OC)NCC3=CC=C(O3)C4=CC=C(C=C4)O	1
2711	266.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC(=CC(=C4)Cl)Cl	1
2712	556.0	CN1C=C(C2=CC=CC=C21)CCNCC3=CC=C(O3)C4=CC(=CC=C4)OC	1
2713	14.0	COC1=CC=CC2=C1C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	1
2714	201.0	C1=CC=C2C(=C1)C=CC=C2C3=CC=C(O3)CNCCC4=CNC5=CC=CC=C54	1
2715	90.0	COC1=CC=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=C4)OC	1
2716	334.0	CCCN(CCC1=CNC2=CC=CC=C21)CC3=CC=C(O3)C4=CC=CC=C4	1
2717	185.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC(=CC=C4)Cl	1
2718	774.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-]	1
2719	21.0	CC1=C(C2=C(N1)C=CC(=C2)OC)CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	1
2720	418.0	C1=CC=C2C(=C1)C=CC=C2C3=CC=C(S3)CNCCC4=CNC5=CC=CC=C54	1
2721	1463.0	CC(=O)OC1=CC=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43	1
2722	264.0	C1=CC=C(C=C1)C2=CC=C(N2)CNCCC3=CNC4=CC=CC=C43	1
2723	61.0	CN(CCC1=CNC2=CC=CC=C21)CC3=CC=C(O3)C4=CC=CC=C4	1
2724	210.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC(=CC(=C4)Cl)Cl	1
2725	419.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC=CO4	1
2726	531.0	C1=CC2=C(NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O)N=C1	1
2727	486.0	CC(C)OC1=CC=CC(=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43	1
2728	2.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=CC(=C4)F)O	1
2729	3.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	1
2730	247.0	COC1=CC=CC(=C1)C2=CC=C(O2)CNCCC3=CNC4=C3C(=CC=C4)OC	1
2731	121.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CNN=C4	1
2732	67.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)Cl	1
2733	61.0	CN1CCN(CC1)C2=C(N=C(O2)C3=CC=CC=C3Cl)S(=O)(=O)C4=CC=CC=C4	1
2734	20.0	CC(CSC1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)Cl)N(C)C	1
2735	875.0	CC1=CC(=NC(=N1)NCC2=CC=CC=C2)OCCN(C)C	1
2736	145.0	C1=CC=C(C=C1)C2=CC=C(O2)NCCC3=CNC4=CC=CC=C43	1
2737	198.0	CC1=NC(=C2C3=C(CCC3)SC2=N1)N4CCCN(CC4)C	1
2738	596.0	CN1C/C(=C/C2=CC=C(C=C2)F)/C3C(=C1)C(NC(=S)N3)C4=CC=C(C=C4)F	1
2739	7.0	CN1CCN(CC1)C2=NC(=C3CNN(C3=N2)C)NCC4=CC=CC=C4	1
2740	21.0	C1CCC2C(C1)C(=O)NC(=N2)/N=C(\N)/N3CCC(CC3)CC4=CC=CC=C4	1
2741	58.0	COC1=CC(=C(C=C1)CC2=NC(=NC3=C2N=CC=C3)N4CCNCC4)OC	1
2742	894.0	C1CCN(C1)CC2=CC(=C3C=CC=NC3=C2O)CSC4=CC=CC=C4	1
2743	316.0	CCC1=CC2=C(N=C(N=C2S1)C)N3CCN(CC3)C	1
2744	594.0	CC1=CC=CN2C1=NC3C(C2=O)C=C(C(=N)N3CC4=CC=C(C=C4)F)S(=O)(=O)C5=CC=CC=C5	1
2745	8883.0	CN1CCN(CC1)C2=NC(=NC=C2)SCC3=CC=CC=C3Cl	1
2746	240.0	CN(CCCN1CCN(CC1)C2=CC=CC3=C2C=CN3CC4=CC=CC=C4)CC5=CC=CC=C5	1
2747	18.0	CC1=C(C=CC=C1OCC2=CC=CC=C2)N3CCN(CC3)CCCCCCNC4=C5CCCCC5=NC6=C4CCCC6	1
2748	2.0	COC1=CC2=C(C=C1)N(C=C2C3=CN=C(N3)N)S(=O)(=O)C4=CC=CC=C4.Cl	1
2749	14.0	CCC(=O)NC1=NC(=C(N1)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	1
2750	10.0	C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C4=CN=C(N4)N.Cl	1
2751	250.0	CC1=C(NC2=NC=CC=[N+]12)C3=CN(C4=C3C=C(C=C4)OC)S(=O)(=O)C5=CC=CC=C5.[Br-]	1
2752	10.0	CC1=C(N=C(N1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	1
2753	25.0	CC1=C(N=C(N1)NC(=O)C)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	1
2754	9.0	CC1=C(N=C(N1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC5=CC=CC=C5C=C4.Cl	1
2755	34.0	C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C(C=CC=C32)C4=CN=C(N4)N.Cl	1
2756	50.0	CC(=O)NC1=NC=C(N1)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC(=C4)F	1
2757	23.0	CC1=C(N=C(N1)NC(=O)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
2758	21.0	CC1=C(N=C(N1)NCC(F)F)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	1
2759	78.0	CC1=C(NC2=CC=CC=[N+]12)C3=CN(C4=C3C=C(C=C4)OC)S(=O)(=O)C5=CC=CC=C5.[Br-]	1
2760	44.0	CC1=C(N=C(S1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
2761	10.0	CC1=C(N=C(N1)NC(=O)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	1
2762	157.0	CC1=C(N(C(=N1)N)CC(F)F)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	1
2763	9.0	CCC(=O)NC1=NC(=C(N1)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC(=C4)F	1
2764	16.0	CCC1=C(N=C(N1)NC(=O)CC)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	1
2765	105.0	CC1=C(N=C(S1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	1
2766	79.0	CC(=O)NC1=NC=C(N1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	1
2767	100.0	CC1=C(N=C(S1)N)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	1
2768	15.0	CC1=C(N=C(N1)NC(=O)C)C2=CC3=C(C=C2)C=CN3S(=O)(=O)C4=CC=CC=C4	1
2769	10.0	CC1=C(N=C(N1)NC(=O)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
2770	65.0	CC1=C(N=C(S1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
