	Standard Value	Smiles	Standard Activity
849	33.0	C1CN(CCN1)C2=NC3=C(O2)C=CC=C3S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F	1
850	25.0	COC1=CC(=CC=C1)S(=O)(=O)C2=CC=CC3=C2N=C(O3)N4CCNCC4	1
851	13.0	C1CN(CCN1)C2=NC3=C(O2)C=CC=C3S(=O)(=O)C4=C(C=CC(=C4)Cl)Cl	1
852	3.1	C1CN(CCN1)C2=NC3=C(O2)C=CC=C3S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
853	52.0	C1CN(CCN1)C2=NC3=C(O2)C=CC(=C3)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
854	12.0	CCN1CCN(CC1)C2=NC3=C(O2)C=CC=C3S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
855	9.7	CN1CCN(CC1)C2=NC3=C(O2)C=CC=C3S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
856	176.0	CC(C)CN1CCN(CC1)C2=NC3=C(O2)C=CC=C3S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
857	127.0	C1CN(CCN1CCCC2=CC=CC=C2)C3=NC4=C(O3)C=CC=C4S(=O)(=O)C5=CC=CC6=CC=CC=C65	1
858	72.0	C1CC(C1)N2CCN(CC2)C3=NC4=C(O3)C=CC=C4S(=O)(=O)C5=CC=CC6=CC=CC=C65	1
859	41.0	C1CN(CCN1)C2=NC3=C(O2)C=CC=C3S(=O)(=O)C4=CC=CC=C4	1
860	54.0	C1CN(CCN1)C2=NC3=C(O2)C=CC=C3S(=O)(=O)C4=CC=CC(=C4)F	1
861	3890.0	COC1=C(C=CC=C1OCCF)C(C2CCN(CC2)CCC3=CC=C(C=C3)F)O	1
862	3842.0	COC1=C(C=CC=C1OCCF)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O	1
863	1.995	C1CNCCC2=C1C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3	1
864	1.585	C1CNCCC2=C1C=C3C=CN(C3=C2)S(=O)(=O)C4=CC=CC=C4	1
865	7.943	C1CNCCC2=C1C=C3C=CN(C3=C2)S(=O)(=O)C4=CC=CC=C4Cl	1
866	1.585	C1CNCCC2=C1C=C3C=CN(C3=C2)S(=O)(=O)C4=CC(=CC=C4)Cl	1
867	7.943	C1CNCCC2=C1C=C3C=CN(C3=C2)S(=O)(=O)C4=CC=C(C=C4)Cl	1
868	1.995	COC1=CC(=CC=C1)S(=O)(=O)N2C=CC3=CC4=C(CCNCC4)C=C32	1
869	100.0	C1CNCCC2=C1C=C3C=CN(C3=C2)S(=O)(=O)C4=CC=CC=N4	1
870	7.943	C1CNCCC2=C1C=C3C=CN(C3=C2)S(=O)(=O)C4=CSC=C4	1
871	2.512	C1CNCCC2=CC3=C(C=C21)C(=CN3S(=O)(=O)C4=CC=CC=C4)Cl	1
872	3.981	C1CNCCC2=CC3=C(C=C21)C(=CN3S(=O)(=O)C4=CC(=CC=C4)Cl)Cl	1
873	1.259	CN1CCC2=C(CC1)C=C3C(=C2)C=CN3S(=O)(=O)C4=CC(=CC=C4)Cl	1
874	1.995	CN1C=C(C2=C1C=C3CCNCCC3=C2)S(=O)(=O)C4=CC=CC=C4	1
875	39.81	C1CC2=CC3=C(CCNCC3)C=C2N(C1)S(=O)(=O)C4=CC=CC=C4	1
876	6000.0	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	1
877	2000.0	CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F	1
878	1400.0	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42	1
879	295.9	C1CN(CCN(C1)C2=CC=C(C=C2)Cl)CCCC(=O)C3=CC=C(C=C3)F	1
880	4100.0	C1CN(C[C@H]1NC(=O)C2=CC(=C(C=C2)Cl)Cl)CC3=CC(=C(C=C3)OC4CCNCC4)Br	1
881		C1CN(CCC1OC2=CC=CC=C2Cl)S(=O)(=O)C3=CC4=C(CCNCC4)C=C3	0
882		CN1C2=C(C=C(C=C2)N)SC3=CC=CC=C31	0
883	66.8	CN1CCN(CC1)C2=CC=CC3=C2N=C(N3)CC4=CC=CC=C4	1
884	36.22	CN1CCN(CC1)C2=CC=CC3=C2N=C(N3)CC4=CC=CC5=CC=CC=C54	1
885	58.0	C1CN(CCN1)C2=CC=CC3=C2N=C(N3)CC4=CC=CC=C4	1
886	16.0	C1CN(CCN1)C2=CC=CC3=C2N=C(N3)CC4=CC=CC5=CC=CC=C54	1
887	34.0	CN1CCN(CC1)C2=CC=CC3=C2N=C(N3)C(=O)C4=CC=CC5=CC=CC=C54	1
888	13.0	C1CN(CCN1)C2=CC=CC3=C2N=C(N3)C(=O)C4=CC=CC5=CC=CC=C54	1
889	49.0	C1CN(CCN1)C2=CC=CC3=C2N=C(N3)CC4=CC5=CC=CC=C5C=C4	1
890	23.0	CN(C)CCN1C=C(C2=C1N=CC=C2)S(=O)(=O)C3=CC=CC=C3	1
891	4.9	CN(C)CCN1C=C(C2=C1N=CC=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
892	11.3	CC(=O)C1=NC2=C(C=C1)N(C=C2S(=O)(=O)C3=CC=CC(=C3)F)CCN(C)C	1
893	3.9	CC(=O)C1=NC2=C(C=C1)N(C=C2S(=O)(=O)C3=CC=C(C=C3)Br)CCN(C)C	1
894	76.0	C1=CC(=CC(=C1)S(=O)(=O)C2=CN(C3=C2N=CC=C3)CCN)F	1
895	35.0	C1=CC(=CC(=C1)Cl)S(=O)(=O)C2=CN(C3=C2N=CC=C3)CCN	1
896	46.0	CC1=CC(=CC=C1)S(=O)(=O)C2=CN(C3=C2N=CC=C3)CCN	1
897	56.0	CC(=O)C1=NC2=C(C=C1)N(C=C2S(=O)(=O)C3=CC=CC=C3)CCN(C)C	1
898	200.0	CN(C)CCN1C=C(C2=C1C=CC=N2)S(=O)(=O)C3=CC=CC(=C3)F	1
899	1.7	CC(=O)C1=NC2=C(C=C1)N(C=C2S(=O)(=O)C3=CC=CC4=CC=CC=C43)CCN(C)C	1
900	42.0	C1=CC2=C(C(=CN2CCN)S(=O)(=O)C3=C(N=C4N3C=CS4)Cl)N=C1	1
901	368.0	CN(C)CCN1C=C(C2=C1C=CC=N2)S(=O)(=O)C3=CC=CC=C3	1
902	214.0	CN(C)CCN1C=C(C2=C1C=CC(=N2)Cl)S(=O)(=O)C3=CC=CC=C3	1
903	45.0	C1CCN(C1)CCN2C=C(C3=C2N=CC=C3)S(=O)(=O)C4=CC(=CC=C4)Cl	1
904	88.0	C1CCN(C1)CCN2C=C(C3=C2N=CC=C3)S(=O)(=O)C4=CC=CC(=C4)F	1
905	1.0	C/C(=N\N=C(N)N)/C1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=CC=C3	1
906	1.0	C/C(=N\N=C(N)N)/C1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)OC	1
907	70.0	CN1CCOC2=C1C=C(C=C2)S(=O)(=O)NC3=CC\4=C(CC/C4=N/NC5=NCCN5)C=C3	1
908	18.0	CC1=C(C2=C(C1)C=CC(=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl)C5CCCN(C5)C	1
909	64.0	CC1=C(C2=CC(=C(C=C2C1)OC)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl)C	1
910	434.0	C1CCN(CC1)CCC2=C3C(=CC=C2)NC=C3S(=O)(=O)C4=CC=CC=C4	1
911	257.0	CN1CCC2=CC(=C(C3=C2C1CC4=CC5=C(C=C43)OCO5)OC)OC	1
912	18.22	C1CN(CCC1N)C2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
913	3.55	C1C(CN1C2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54)N	1
914	24.4	CN(C)[C@H]1CCN(C1)C2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
915	36.9	CC(C)CN1C2=C(C=C(C=C2)N3CC[C@H](C3)N)C(=N1)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
916	0.51	CN(C)[C@@H]1CCN(C1)C2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
917	13.7	CC(C)N1C2=C(C=C(C=C2)N3CC[C@H](C3)N)C(=N1)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
918	54.3	CN1C(=C2C=C(C=CC2=N1)N3CC[C@H](C3)N)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
919	4.27	C1CN(CCC1N)C2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
920	3.62	CC1=CC=C(C2=CC=CC=C12)S(=O)(=O)C3=C4C=C(C=CC4=NN3)N5CCC(CC5)N	1
921	4.52	C1CN(CCC1N)C2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=C4C=CC=C5Cl	1
922	8.04	C1CN(CCC1N)C2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC(=CC=C4)Cl	1
923	13.09	CC(C)C1=CC=C(C=C1)S(=O)(=O)C2=C3C=C(C=CC3=NN2)N4CCC(CC4)N	1
924	48.7	CC(C)N1C(=C2C=C(C=CC2=N1)N3CC[C@H](C3)N)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
925	75.8	CC(C)CN1C(=C2C=C(C=CC2=N1)N3CC[C@H](C3)N)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
926	3.06	C1CN(C[C@H]1N)C2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
927	4.46	C1CN(C[C@@H]1N)C2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
928	21.1	CN1C2=C(C=C(C=C2)N3CC[C@H](C3)N)C(=N1)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
929	15.85	CN1CCOC2=C1C=CC(=C2)S(=O)(=O)NC3=CC4=C(CCN(CC4)CC5=CC=NN5)C=C3	1
930	630.96	C1CN(CCC2=C1C=CC(=C2)NS(=O)(=O)C3=CN=C(C=C3)N4CCOCC4)CC5=CC=NN5	1
931	6.31	CC1=C(C=C(C=C1)S(=O)(=O)NC2=CC3=C(CCN(CC3)CC4=CC=NN4)C=C2)Cl	1
932	158.49	C1CN(CCC2=C1C=CC(=C2)NS(=O)(=O)C3=CC=C(S3)C4=CC=CC=N4)CC5=CC=NN5	1
933	125.89	C1CN(CCC2=C1C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4)CC5=CC=NN5	1
934	199.53	CC(C)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(CCN(CC3)CC4=CC=NN4)C=C2	1
935	91.0	C1CNCCC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	1
936	13.0	C1CC(CNC1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	1
937	4.0	C1CC(CNC1)N2C=C(C3=C2C=CC(=C3)F)S(=O)(=O)C4=CC=CC(=C4)F	1
938	113.0	C1CN(CC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4)CC5=CC=CC=C5	1
939	4.7	C1CNCC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC(=C4)F	1
940	3.5	CN1CCC(C1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC(=C4)F	1
941	9.6	C1CNCC1N2C=C(C3=C2C=CC(=C3)F)S(=O)(=O)C4=CC=CC(=C4)F	1
942	72.0	C1CNCC1N2C=C(C3=C2C=C(C=C3)Cl)S(=O)(=O)C4=CC=CC(=C4)F	1
943	1.3	CN1CCC(C1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC(=CC=C4)Cl	1
944	6.0	CN1CCC(C1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
945	122.0	C1CC(CN(C1)CC2=CC=CC=C2)N3C=C(C4=CC=CC=C43)S(=O)(=O)C5=CC=CC=C5	1
946	7.3	CCN1CCCC(C1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	1
947	16.0	CCN1CCCC(C1)N2C=C(C3=C2C=CC(=C3)OC)S(=O)(=O)C4=CC=CC(=C4)F	1
948	21.0	C1CC(CNC1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
949	5.0	C1CNCC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	1
950	18.0	C1CNCC1N2C=C(C3=C2C=CC=C3F)S(=O)(=O)C4=CC=CC(=C4)F	1
951	5.0	CN1CCC(C1)N2C=C(C3=C2C=CC(=C3)F)S(=O)(=O)C4=CC=CC(=C4)F	1
952	15.0	C1CNCC1N2C=C(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=CC(=C4)F	1
953	3.2	C1CNCC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC(=CC=C4)Cl	1
954	23.3	C1CNCC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
955	1.5	C1CNCC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=C4N=CC=C5	1
956	10.7	COC1=CC2=C(C=C1)N(C=C2S(=O)(=O)C3=CC=CC(=C3)F)C4CCCNC4	1
957	68.0	CN1CCCC(C1)N2C=C(C3=C2C=CC(=C3)OC)S(=O)(=O)C4=CC=CC(=C4)F	1
958	7.1	CN1CCCC(C1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
959	5.6	C1CC(CNC1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=C4N=CC=C5	1
960	18.0	C1CNCC1N2C=C(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=CC(=C4)F	1
961	4.6	COC1=CC2=C(C=C1)C(=CN2C3CCNC3)S(=O)(=O)C4=CC(=CC=C4)Cl	1
962	2.8	CN1CCC(C1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=C4N=CC=C5	1
963	49.0	C1CN(CCC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4)CC5=CC=CC=C5	1
964	6.0	C1CC(CNC1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC(=C4)F	1
965	5.7	CN1CCC2=C(C1)C3=C(N2C)C=CC(=C3)S(=O)(=O)C4=CC=CC=C4.Cl	1
966	2.1	CN1CCC2=C(C1)C3=C(N2)C=CC(=C3)S(=O)(=O)NC4=CC(=CC=C4)F.Cl	1
967	0.256	CC1=C2CCCCC2=NC3=C(C(=NN13)NC)S(=O)(=O)C4=CC=CC=C4	1
968	0.088	CNC1=NN2C3=C(CCC3)C=NC2=C1S(=O)(=O)C4=CC=CC=C4	1
969	0.112	CNC1=NN2C3=C(CCCC3)C=NC2=C1S(=O)(=O)C4=CC=CC=C4	1
970	0.202	CC1=NC2=C(C(=NN2C3=C1CCC3)NC)S(=O)(=O)C4=CC=CC=C4	1
971	0.49	CC1=NC2=C(C(=NN2C3=C1CCCC3)NC)S(=O)(=O)C4=CC=CC=C4	1
972	0.499	CNC1=NN2C=C3CCCCC3=NC2=C1S(=O)(=O)C4=CC=CC=C4	1
973	28.8	CN(C)C1=NN2C3=C(CCC3)C=NC2=C1S(=O)(=O)C4=CC=CC=C4	1
974	25.5	CC1=NC2=C(C(=NN2C3=C1CCC3)N(C)C)S(=O)(=O)C4=CC=CC=C4	1
975	869.0	CC1=NC2=C(C(=NN2C3=C1CCC3)N4CCNCC4)S(=O)(=O)C5=CC=CC=C5	1
976	1764.0	CC1=NC2=C(C(=NN2C3=C1CCCC3)N4CCNCC4)S(=O)(=O)C5=CC=CC=C5	1
977	0.234	C1CN(CCN1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=C4	1
978	0.85	C1CC2=C(N3C(=C(C=N3)S(=O)(=O)C4=CC=CC=C4)N=C2C1)N5CCNCC5	1
979	1.0	CNC(=O)CNC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
980	0.1259	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNCCO	1
981	0.2512	COCCNC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
982	0.2512	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)O)CN	1
983	0.3981	COC1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C=C2)[C@@H](CCC3)CN	1
984	0.0794	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CN	1
985	3.981	CS(=O)(=O)C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C=C2)[C@@H](CCC3)CN	1
986	0.3162	CC(=O)NC[C@@H]1CCCC2=C1C(=CC(=C2)S(=O)(=O)C3=CC=CC=C3)F	1
987	0.7943	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CN=CS3)CN	1
988	0.3162	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNC(=O)CN	1
989	0.631	CC(=NCC1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC=C3)N	1
990	0.0631	CN(C)CC1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC=C3	1
991	0.1585	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC=C3)CN	1
992	0.5012	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)C#N)C=N	1
993	0.1585	CNC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CNC=C3	1
994	1.995	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CNN=C3)CN	1
995	0.3981	CN(C)CC(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
996	0.1995	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNC(=O)N	1
997	1.585	COC(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
998	1.585	CC(=O)N(C)C[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
999	1.995	CC(C)(C(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F)O	1
1000	0.3981	CN(C[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F)S(=O)(=O)C	1
1001	31.62	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNS(=O)(=O)C(F)(F)F	1
1002	3.981	CN(C[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F)S(=O)(=O)N	1
1003	1.995	CN(C)S(=O)(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
1004	5.012	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNC(=O)C4=CC=CN4	1
1005	0.631	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNC(=O)[C@H]4CCCN4	1
1006	0.1	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CN4CC(C4)O	1
1007	0.0501	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CNC4=CC=CC=C43)CN	1
1008	5.012	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC(=CC4=C3N=CN4)F)CN	1
1009	0.1	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNCC(=O)N	1
1010	1.259	CN(C[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F)CC(=O)N	1
1011	0.631	C1CC(C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC=C3)CNC(=O)N	1
1012	158.49	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)CC3=CC=CC=C3)CN	1
1013	0.3162	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CNC=C3)CN	1
1014	2.512	CN(C)C(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
1015	39.81	CN(C[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F)C(=O)N	1
1016	0.7943	COCC(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
1017	31.62	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CN4CCCS4(=O)=O	1
1018	6.31	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CN4CCNC(=O)C4	1
1019	0.1585	C1C[C@H](C2=C(C1)C=C(C=C2F)S(=O)(=O)C3=CC=CC(=C3)F)CNCCO	1
1020	0.1995	C1C[C@H](C2=C(C1)C=C(C=C2F)S(=O)(=O)C3=CC=CC(=C3)F)CNC(=O)N	1
1021	0.2512	C1C[C@H](C2=C(C1)C=C(C=C2F)S(=O)(=O)C3=CC=CC(=C3)F)CNC(=O)CO	1
1022	1.259	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNCCCS(=O)(=O)O	1
1023	0.1585	C1CC(C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC=C3)CN=C(N)N	1
1024	0.3162	CNCC1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC=C3	1
1025	25.12	C1CC(C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC=C3)CNC4=NC=CC=N4	1
1026	7.943	CN1C=CC(=C1)S(=O)(=O)C2=CC3=C(C=C2)[C@@H](CCC3)CN	1
1027	0.631	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CC(=O)N=C(N)N	1
1028	0.3981	CNC(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
1029	0.1259	CC(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
1030	0.1	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNC(=O)CO	1
1031	3.981	CC(C)(C)C(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
1032	0.1995	CS(=O)(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
1033	0.1259	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNS(=O)(=O)N	1
1034	1.0	CNS(=O)(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
1035	0.1	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNC4=NCC(=O)N4	1
1036	15.85	C1C[C@H](C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)F)CNC(=O)C4=NC=CN4	1
1037	0.1585	CNCC(=O)NC[C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F	1
1038	158.49	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N5CC(C5)N	1
1039	7.943	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N5CCNCC5	1
1040	79.43	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)NCCCN5C=CN=C5	1
1041	50.12	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC5=C(C=C4)OCCO5	1
1042	63.1	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N(C)C5CCN(CC5)C	1
1043	316.23	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC=C4	1
1044	31.62	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC(=C4)C5=CC=CC=C5	1
1045	50.12	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)NC5CCN(CC5)CC6=CC=CC=C6	1
1046	79.43	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N5CC(C5)CN	1
1047	63.1	COC1=CC=CC(=C1)N2CCN(CC2)C(=O)C3CN(C4=CC=CC=C34)S(=O)(=O)C5=CC=C(C6=CC=CC=C65)OC	1
1048	31.62	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)NCCCN5CCOCC5	1
1049	5.012	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC5=C4C=CC=C5Cl	1
1050	316.23	CC1=CC2=C(C(=CC=C2)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N(C)C5CCN(CC5)C)N=C1	1
1051	125.89	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC5=NSN=C54	1
1052	316.23	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CS4	1
1053	100.0	CC1=C(C=CC(=C1C)S(=O)(=O)N2CC(C3=CC=CC=C32)C(=O)N(C)C4CCN(CC4)C)OC	1
1054	31.62	CN1C2CCC1CC(C2)NC(=O)C3CN(C4=CC=CC=C34)S(=O)(=O)C5=CC=C(C6=CC=CC=C65)OC	1
1055	7.943	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=C(C5=CC=CC=C54)OC	1
1056	25.12	CN1CCC(CC1)NC(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=C(C5=CC=CC=C54)OC	1
1057	1.259	COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CC(C4=CC=CC=C43)C(=O)N5CCCNCC5	1
1058	19.95	CCN(CC)CCNC(=O)C1CN(C2=CC=CC=C12)S(=O)(=O)C3=CC=C(C4=CC=CC=C43)OC	1
1059	79.43	CCN(CC)CCCNC(=O)C1CN(C2=CC=CC=C12)S(=O)(=O)C3=CC=C(C4=CC=CC=C43)OC	1
1060	31.62	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
1061	25.12	CN1CCC(CC1)N(C)C(=O)C2CN(C3=CC=CC=C23)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
