	Standard Type	Standard Value	Smiles	pChEMBL Value
1712	Ki	41.0	O=S(=O)(c1ccccc1)c1cccc2oc(N3CCNCC3)nc12	7.39
1713	Ki	22.0	O=S(=O)(c1cccc(C(F)(F)F)c1)c1cccc2oc(N3CCNCC3)nc12	7.66
1714	Ki	119.0	CN1CCN(c2ccc([N+](=O)[O-])c(NCCc3ccccc3)c2)CC1	6.92
1716	Ki	1267.0	CN1CCN(c2ccc([N+](=O)[O-])c(NCc3cccnc3)c2)CC1	5.9
1717	Ki	1221.0	CN1CCN(c2ccc([N+](=O)[O-])c(-n3nc(-c4ccccc4)c4ccccc4c3=O)c2)CC1	5.91
1718	Ki	2.0	NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12	8.7
1719	Ki	36.0	O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21	7.44
1720	Ki	2.0	O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCNC4CCN(Cc5ccccc5)CC4)CC3)cccc21	8.7
1721	Ki	42.0	CN(C)CCn1cc(S(=O)(=O)c2ccccc2)c2ccc(Cl)cc21	7.38
1722	Ki	6.0	CN(C)CCc1cn(Cc2ccccc2)c2ccccc12	8.22
1723	Ki	186.5	CCC1(CCCCN2CCN(c3ccc(Cl)cc3)CC2)C(=O)Nc2cc(F)ccc21	6.73
1724	Ki	39.5	Cc1c(O[C@H](C)c2cccc(Cl)c2)cccc1C1CCNCC1	7.4
1725	Ki	50.0	Cc1c(C2CCNCC2)ccnc1OCc1ccc(Cl)cc1	7.3
1726	Ki	380.0	CC(Nc1nc(N)nc(NCCc2cccs2)n1)c1ccc(F)cc1	6.42
1727	Ki	89.0	O=S(=O)(c1cccc(C(F)(F)F)c1)n1c2c(c3ccccc31)CCNCC2	7.05
1728	Ki	2652.0	O=S(=O)(NCCCCN1CCc2sccc2C1)c1ccc2cccnc2c1	5.58
1733	Ki	2209.0	Cl.O=S(=O)(NCCCCCN1CCN(c2ccc(Cl)cc2)CC1)c1cnc2ccccc2c1	5.66
1734	Ki	6548.0	Cl.O=S(=O)(NCCCN1CCN(c2ccc(Cl)cc2)CC1)c1cnc2ccccc2c1	5.18
1735	Ki	19.0	CCc1nc(N)[nH]c1-c1cn(S(=O)(=O)c2ccccc2)c2ccc(OC)cc12.Cl	7.72
1736	Ki	107.0	CCC(=O)Nc1nc(C)c(-c2cn(S(=O)(=O)c3ccccc3)c3ccc(F)cc23)[nH]1	6.97
1737	Ki	50.0	COc1ccc2c(c1)c(-c1cnc(NC(C)=O)[nH]1)cn2S(=O)(=O)c1cccc(F)c1	7.3
1738	Ki	2.1	COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccccc1	8.68
1739	Ki	4.1	O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1	8.39
1740	Ki	16.0	c1ccc2c(Cc3nc4c(N5CCNCC5)cccc4[nH]3)cccc2c1	7.8
1741	Ki	0.04	O=S(=O)(c1cccc(Cl)c1Cl)N1CCc2c(cccc2N2CCNCC2)C1	10.4
1742	Ki	10.0	Fc1ccc2c(c1)c(C1=CCNCC1)cn2Cc1ccccc1	8.0
1743	Ki	7.2	Cc1ccc(S(=O)(=O)n2cc3c4c(cccc42)[C@H](O)[C@@H](N(C)C)C3)cc1	8.14
1744	Ki	1.2	O=S(=O)(c1ccccc1)c1cccc(N2CCNCC2)c1	8.92
1745	Ki	1.7	COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(OC)c2c1CC[C@H](N(C)C)C2	8.77
1746	Ki	0.7	COc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2OC)cc1N1CCNCC1	9.15
1747	Ki	2.6	COc1ccc(S(=O)(=O)Nc2cc(Br)cc(F)c2Br)cc1N1CCNCC1	8.59
1749	Ki	1.3	COc1ccc(OC)c(S(=O)(=O)n2cc(CCN(C)C)c3cc(OC)ccc32)c1	8.89
1751	Ki	0.27	COc1cc(S(=O)(=O)c2ccsc2)cc2c3c(oc12)CCNC3	9.57
1753	Ki	50.0	CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1	7.3
1754	Ki	4.9	Cc1ccc(S(=O)(=O)n2ccc3ccc(N4CCN5CCCCC5C4)cc32)cc1	8.31
1755	Ki	35.0	Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2	7.46
1756	Ki	1.585	COc1ccc(S(=O)(=O)N2CCc3c(OC)ccc(OC)c3C2)cc1N1CCNCC1	8.8
1758	Ki	430.0	Cc1cccc(S(=O)(=O)NCCN2CCN(c3nsc4ccccc34)CC2)c1	6.37
1759	Ki	42.0	O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cccs1	7.38
1760	Ki	100.0	O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1	7.0
1761	Ki	45.0	O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1	7.35
1762	Ki	1100.0	O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1	5.96
1763	Ki	18.0	O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1	7.75
1764	Ki	1100.0	O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cc2ccccc2s1	5.96
1765	Ki	13.0	O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12	7.89
1766	Ki	3.4	Cc1c(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)sc2ccc(F)cc12	8.47
1769	Ki	3.981	COc1ccc(S(=O)(=O)N2CCc3cc(I)ccc32)cc1N1CCNCC1	8.4
1770	Ki	78.0	NCCc1c[nH]c2ccc(O)cc12	7.11
1771	Ki	9.0	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccc(F)cc1Cl	8.05
1772	Ki	3.0	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccc(Cl)c(Cl)c1	8.52
1773	Ki	1.0	CC(C)c1ccc(S(=O)(=O)Nc2ccc3[nH]cc(C[C@H]4CCCN4)c3c2)cc1	9.0
1774	Ki	1.0	Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(C4CCN(C)CC4)c3c2)sc2ccc(Cl)cc12	9.0
1776	Ki	0.1	Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(CCN(C)C)c3c2)sc2ccc(Cl)cc12	10.0
1777	Ki	0.3	CCN(CC)CCc1c[nH]c2ccc(NS(=O)(=O)c3sc4ccc(Cl)cc4c3C)cc12	9.52
1778	Ki	4.0	Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(CCN4CCCC4)c3c2)sc2ccc(Cl)cc12	8.4
1779	Ki	4.0	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccccc1	8.4
1780	Ki	1.4	CCN1CCC(n2cc(S(=O)(=O)C3=C(Cl)NC4SC=CN34)c3cccnc32)C1	8.85
1781	Ki	0.9	CN1CCC(n2cc(S(=O)(=O)c3cccc(Br)c3)c3cccnc32)C1	9.05
1782	Ki	100.0	NCCc1c[nH]c2ccc(O)cc12	7.0
1783	Ki	2.0	COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccccc1	8.7
1784	Ki	98.0	COc1ccc2[nH]c(C)c(CCN)c2c1	7.01
1785	Ki	6.5	O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)C1(CCCOC1)NCC3	8.19
1786	Ki	7.7	CC1(C)NCCc2c1oc1cc(S(=O)(=O)c3ccccc3)ccc21	8.11
1787	Ki	490.0	COc1ccc2c(c1)c(CCN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1	6.31
1788	Ki	3.981	COc1ccc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(OC)c(N2CCNCC2)c1	8.4
1789	Ki	7.2	Cn1c2c(c3cc(S(=O)(=O)c4cccc(OC(F)(F)F)c4)ccc31)C1CCC(C2)N1	8.14
1790	Ki	192.0	Cn1c2c(c3cc(S(=O)(=O)c4ccccn4)ccc31)C1CCC(C2)N1	6.72
1791	Ki	2.7	Cn1c2c(c3cc(S(=O)(=O)c4cccc(Cl)c4)ccc31)C1CCC(C2)N1	8.57
1793	Ki	180.0	NCCc1c[nH]c2ccccc12	6.75
1797	Ki	16550.0	COc1cccc(-n2cc(C(=O)N(C)c3cccc(Cl)c3)c3ccccc3c2=O)c1	4.78
1798	Ki	11360.0	Cc1ccc(Cl)cc1N(C)C(=O)c1cn(-c2ccc(F)cc2F)c(=O)c2ccccc12	4.95
1799	Ki	5824.0	Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1	5.24
1801	Ki	6.9	CN(C)Cc1cn(S(=O)(=O)c2ccc(N)cc2)c2ccccc12	8.16
1806	Ki	8.6	CCN1CCN(c2cn(S(=O)(=O)c3ccc(C(C)C)cc3)c3ccccc23)CC1	8.07
1807	Ki	23.2	CC(C)c1ccc(S(=O)(=O)n2cc(N3CCN(C)CC3)c3cc(Br)ccc32)cc1	7.63
1808	Ki	10.2	CN1CCN(c2cn(S(=O)(=O)c3ccccc3Br)c3ccc(Br)cc23)CC1	7.99
1809	Ki	30.5	CCN1CCN(c2cn(S(=O)(=O)c3ccc(C(C)C)cc3)c3ccc(Cl)cc23)CC1	7.52
1811	Ki	330.0	Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1.Cl	6.48
1812	Ki	82.3	CCN1CCN(c2cn(S(=O)(=O)c3ccc(OC)cc3)c3cc(Cl)ccc23)CC1	7.08
1813	Ki	2450.0	c1ccc2sc(SSc3nc4ccccc4s3)nc2c1	5.61
1814	Ki	2.3	COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccccc1	8.64
1815	Ki	0.112	CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CCCC3	9.95
1816	Ki	4.6	COc1ccc2c(S(=O)(=O)c3cccc(Cl)c3)cn(C3CCNC3)c2c1	8.34
1817	Ki	0.16	CNc1cc(N2CCNCC2)ccc1S(=O)(=O)c1ccccc1.Cl	9.8
1818	Ki	1.65	Cl.Nc1cc(N2CCNCC2)ccc1S(=O)(=O)c1ccccc1	8.78
1819	Ki	19100.0	COc1ccc2c(=O)c3cc(CN4CCN(C)CC4)ccc3oc2c1.Cl.Cl	4.72
1820	Ki	13.09	CC(C)c1ccc(S(=O)(=O)c2n[nH]c3ccc(N4CCC(N)CC4)cc23)cc1	7.88
1821	Ki	28.8	O=S(=O)(c1ccc(Br)cc1)c1nnn2c1nc(NCc1ccc3c(c1)OCO3)c1sccc12	7.54
1822	Ki	1.288	O=S(=O)(c1cccc(Br)c1)c1cn(C2CCNC2)c2ncccc12	8.89
1823	Ki	15.85	CN1CCOc2cc(S(=O)(=O)Nc3ccc4c(c3)CCN(Cc3cc[nH]n3)CC4)ccc21	7.8
1824	Ki	0.7	CN(C)CCc1c[nH]c2ccc(NS(=O)(=O)c3ccc4c(Cl)cccc4c3)cc12	9.15
1825	Ki	3.0	CN(C)Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12	8.52
1826	Ki	193.0	Cn1c2c(c3cc(S(=O)(=O)c4ccccn4)ccc31)C1CCC(C2)N1	6.71
1827	Ki	13.0	Cn1c2c(c3cc(S(=O)(=O)c4ccccc4)cc(F)c31)C1CCC(C2)N1	7.89
1828	Ki	0.43	COc1cc(S(=O)(=O)n2ccc3ccc(F)cc32)cc2c3c(n(C)c12)CC1CCC3N1	9.37
1829	Ki	51.0	Cn1c2c(c3cc(S(=O)(=O)c4ccsc4)ccc31)C1CCC(C2)N1	7.29
1830	Ki	350.0	CC(C)n1c2c(c3cc(S(=O)(=O)c4ccccc4)ccc31)C1CCC(C2)N1	6.46
1831	Ki	0.81	Cn1cc(S(=O)(=O)c2ccc3c(c2)c2c(n3C)CC3CCC2N3)c2ccccc21	9.09
1832	Ki	0.99	COc1cc(S(=O)(=O)c2cn(C)c3ccccc23)cc2c3c(n(C)c12)CC1CCC3N1	9.0
1833	Ki	4.9	CCOc1cc(S(=O)(=O)c2ccccc2)cc2c3c(n(C)c12)CC1CCC3N1	8.31
1835	Ki	3.0	Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1	8.52
1836	Ki	20.0	O=S(=O)(c1cccc(F)c1)c1c[nH]c2c(OCCN3CCCC3)cccc12	7.7
1837	Ki	0.8	COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN2CCC[C@H]2C1	9.1
1838	Ki	0.2	O=C1COc2c(N3CCNCC3)cccc2N1Cc1ccccc1	9.7
1839	Ki	0.93	CN1CCCC1Cc1c[nH]c2ccc(OC3CCCCC3)cc12	9.03
1840	Ki	5.3	Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(CN(C)C)c3c2)sc2ccc(Cl)cc12	8.28
1841	Ki	1.8	CN(C)CCC(=O)Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1	8.74
1842	Ki	19.0	CN(C)CCc1cn(S(=O)(=O)c2ccccc2)c2ccc(O)cc12	7.72
1843	Ki	15.85	CNc1cc(NS(=O)(=O)c2ccc(N)cc2)cc(NC)n1	7.8
1844	Ki	50.12	Nc1ccc(S(=O)(=O)Nc2cc(N)nc(Br)c2)cc1	7.3
1845	Ki	66.8	CN1CCN(c2cccc3[nH]c(Cc4ccccc4)nc23)CC1	7.17
1846	Ki	36.22	CN1CCN(c2cccc3[nH]c(Cc4cccc5ccccc45)nc23)CC1	7.44
1847	Ki	20.0	CN(C)CCn1cc(S(=O)(=O)c2ccccc2)c2ccccc21	7.7
1848	Ki	52.0	O=S(=O)(c1ccc2oc(N3CCNCC3)nc2c1)c1cccc2ccccc12	7.28
1849	Ki	0.9	CNCCn1cc(S(=O)(=O)c2c(Cl)nc3sccn23)c2cccnc21	9.05
1850	Ki	2.3	COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccccc1	8.64
1851	Ki	16.0	CCc1[nH]c2ccc(OC)cc2c1CCN(C)C	7.8
1852	Ki	5.012	COc1cccc2c(CCN)cn(S(=O)(=O)c3ccc4ccccc4c3)c12	8.3
1856	Ki	1.585	CC(C)c1c(S(=O)(=O)Nc2ccc3nccc(N4CCNCC4)c3c2)sc2ccc(Cl)cc12	8.8
1857	Ki	24.0	O=S(=O)(c1ccc2c(Cl)cccc2c1)n1c2c(c3ccccc31)CCNCC2	7.62
1858	Ki	29.0	Cc1ccc(S(=O)(=O)n2c3c(c4ccccc42)CCNCC3)cc1	7.54
1859	Ki	1.585	O=S(=O)(c1cccc(Cl)c1)n1ccc2cc3c(cc21)CCNCC3	8.8
1860	Ki	2.512	O=S(=O)(c1ccccc1)n1cc(Cl)c2cc3c(cc21)CCNCC3	8.6
1861	Ki	1.995	O=S(=O)(Nc1ccc2c(c1)CCNCC2)c1ccccc1	8.7
1862	Ki	10.0	CN1CC=C(c2cn(S(=O)(=O)c3ccccc3Cl)c3ccccc23)CC1	8.0
1863	Ki	1.259	COc1ccc(S(=O)(=O)N2CCc3cccc(Cl)c3C2)cc1N1CCNCC1	8.9
1864	Ki	36.0	O=S(=O)(c1ccccc1)n1cc2c3c(cccc31)OC(CO)=C2	7.44
1865	Ki	253.0	COc1cccc(S(=O)(=O)n2c3c(c4ccccc42)CCN(C2CCCCC2)CC3)c1	6.6
1866	Ki	324.0	COc1cccc(S(=O)(=O)n2c3c(c4ccccc42)CCN(C2CCCC2)CC3)c1	6.49
1867	Ki	85.0	COc1cccc(S(=O)(=O)n2c3c(c4ccccc42)CCN(C(C)C)CC3)c1	7.07
1868	Ki	16.0	CN(C)CCn1cc(S(=O)(=O)c2ccccc2OC(F)(F)F)c2ccccc21	7.8
1869	Ki	5.7	CNCCn1cc(S(=O)(=O)c2cccc3ccccc23)c2ccccc21	8.24
1870	Ki	2.1	CN1CCc2[nH]c3ccc(S(=O)(=O)Nc4cccc(F)c4)cc3c2C1.Cl	8.68
1871	Ki	172.0	C[C@H](Nc1nc(N)nc(NCCc2ccc(F)cc2)n1)c1ccc(F)cc1	6.76
1873	Ki	131.0	Cn1c2c(c3ccc(S(=O)(=O)c4ccccc4)cc31)C1CCC(C2)N1	6.88
1874	Ki	22.0	O=S(=O)(c1ccc(F)cc1)c1ccc2c3c(oc2c1)CNCC3	7.66
1878	Ki	2427.0	COc1ccccc1N1CCN(CCOCCOc2c(C)cc(C)cc2C)CC1.Cl.Cl	5.62
1880	Ki	51.0	Cn1c2c(c3cc(S(=O)(=O)c4ccsc4)ccc31)C1CCC(C2)N1	7.29
1884	Ki	7385.0	COc1ccccc1N1CCN(Cc2c[nH]c3ncccc23)CC1	5.13
1885	Ki	79.43	COc1ccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1N1CCN(C)CC1	7.1
1886	Ki	1400.0	OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1	5.85
1887	Ki	1298.0	Fc1cccc(CCn2cnc3c(N4CCNCC4)ccnc32)c1	5.89
1888	Ki	22.0	Cc1cccc(S(=O)(=O)NCCCN2CCN(c3nsc4ccccc34)CC2)c1	7.66
1889	Ki	63.0	O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccccc2s1	7.2
1890	Ki	110.0	O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1	6.96
1891	Ki	1500.0	Cc1cccc(S(=O)(=O)NCCCN2CCN(c3noc4ccccc34)CC2)c1	5.82
1892	Ki	87.0	Cc1cccc(S(=O)(=O)NCCCCN2CCN(c3noc4ccccc34)CC2)c1	7.06
1893	Ki	5200.0	O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cccs1	5.28
1894	Ki	17.0	Cc1c(S(=O)(=O)NCCCCN2CCN(c3noc4ccccc34)CC2)sc2ccc(F)cc12	7.77
1895	Ki	95.0	O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cnc2ccccn12	7.02
1897	Ki	224.0	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2	6.65
1898	Ki	7.2	CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCNCC2	8.14
1899	Ki	7.9	CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC(CC)C=N1	8.1
1900	Ki	8.0	CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC(C)C=N1	8.1
1901	Ki	14.6	CCCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC(CC)C=N1	7.84
1902	Ki	64.0	CN(C)CC1CCCc2c1c1ccccc1n2Cc1ccccc1	7.19
1904	Ki	594.0	NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCN1CCN(c2ccccc2-c2ccccc2)CC1	6.23
1905	Ki	603.0	CC(C)c1ccccc1N1CCN(CCCCCCC(=O)N2CCC[C@H]2C(=O)N2CCCCC2)CC1	6.22
1908	Ki	952.0	O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccc2[N+](=O)[O-])CC1	6.02
1909	Ki	10.0	Clc1ccc(-c2[nH]c3ccccc3c2/C=N/NC2=NCCN2)cc1	8.0
1910	Ki	19.0	O=S(=O)(c1ccccc1)c1ccc2oc3c(c2c1)CNCC3	7.72
1911	Ki	1461.0	O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccn2)CC1	5.83
1912	Ki	347.0	COc1cccc(N2CCN(CCCCCCN3C(=O)c4cccc5cccc(c45)C3=O)CC2)c1	6.46
1913	Ki	3270.0	COc1ccccc1N1CCN(CCCCCCn2c(=O)n3c4c(cccc42)CCC3)CC1	5.49
1914	Ki	4.0	O=S(=O)(c1ccc(F)c(F)c1)c1cc(Cl)c2oc3c(c2c1)CNCC3	8.4
1915	Ki	16.0	C[C@H](O)c1ccc(S(=O)(=O)c2cc(Cl)c3oc4c(c3c2)CNCC4)cc1	7.8
1916	Ki	3.1	C[C@@H](O)c1ccc(S(=O)(=O)c2cc(Cl)c3oc4c(c3c2)CNCC4)cc1	8.51
1918	Ki	1656.2	Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1	5.78
1920	Ki	60.0	Cc1cccc(S(=O)(=O)NCCCN2CC=C(c3c[nH]c4ccc(F)cc34)CC2)c1	7.22
1921	Ki	250.0	Cc1cccc(S(=O)(=O)NCCCCN2CC=C(c3c[nH]c4ccc(F)cc34)CC2)c1	6.6
1922	Ki	10.0	O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1cccc(Cl)c1	8.0
1923	Ki	150.0	O=S(=O)(NCCCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1ccc(Cl)cc1	6.82
1924	Ki	5.0	O=S(=O)(c1ccc2oc3c(c2c1)CNCC3)c1cccc2ccccc12	8.3
1925	Ki	133.0	O=S(=O)(c1cccc(F)c1)c1ccc2oc3c(c2c1)C1CCC(C3)N1	6.88
1926	Ki	132.0	O=S(=O)(c1ccccc1)c1ccc2c3c(oc2c1)CCCNC3	6.88
1927	Ki	13.0	O=S(=O)(c1ccc2c(c1)COCC2)c1cc(Cl)c2oc3c(c2c1)CNCC3	7.89
1928	Ki	1.3	CC(C)(O)c1ccc(S(=O)(=O)c2cc(Cl)c3oc4c(c3c2)CNCC4)cc1	8.89
1929	Ki	5.1	C[C@H](O)c1cccc(S(=O)(=O)c2cc(Cl)c3oc4c(c3c2)CNCC4)c1	8.29
1930	Ki	1.6	O=S(=O)(c1ccccc1)c1cc(Cl)c2oc3c(c2c1)CN(CCO)CC3	8.8
1931	Ki	1.6	COCCN1CCc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c2C1	8.8
1932	Ki	9000.0	O[C@H](CCN1CCc2onc(-c3ccc(F)c(F)c3)c2C1)c1ccccc1	5.05
1934	Ki	1.2	Cc1cc(S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc2c3c(oc12)CCNC3	8.92
1936	Ki	0.28	Cc1cc(S(=O)(=O)c2cccc(Cl)c2)cc2c3c(oc12)CCNC3	9.55
1937	Ki	2.0	Cc1cc(S(=O)(=O)c2ccc(F)c(F)c2)cc2c3c(oc12)CCNC3	8.7
1938	Ki	114.82	CSc1nn2cccnc2c1S(=O)(=O)c1ccccc1	6.94
1939	Ki	0.4786	CNc1nn2c(C)cc(CO)nc2c1S(=O)(=O)c1ccccc1	9.32
1940	Ki	1.995	CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccc(O)cc1	8.7
1944	Ki	230.0	CCN(CC)CCc1cn(S(=O)(=O)c2ccc(NC(C)=O)cc2)c2ccc(OC)cc12	6.64
1946	Ki	79.43	CC(=O)Nc1ccc(CCN(C)CC2Cc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c32)cc1	7.1
1947	Ki	3.981	CN[C@@H]1c2cc3ccn(S(=O)(=O)c4ccccc4)c3cc2[C@H]1CCO	8.4
1950	Ki	5.514	CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	8.26
1951	Ki	1.0	CNCC1Cc2cc3ccn(S(=O)(=O)c4cccc5ccccc45)c3cc21	9.0
1952	Ki	1591.0	Cn1c(=O)c2c(nc3n(CCCCCN4CCN(c5ccc(Cl)cc5)CC4)ccn23)n(C)c1=O	5.8
1953	Ki	1.3	CN(C)CCCOc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1	8.89
1954	Ki	30.1	CCN1CCN(c2cn(S(=O)(=O)c3ccc(C(C)C)cc3)c3ccc(Br)cc23)CC1	7.52
1955	Ki	20.3	CCN1CCN(c2cn(S(=O)(=O)c3ccccc3Br)c3ccc(Cl)cc23)CC1	7.69
1956	Ki	55.3	CC(C)c1ccc(S(=O)(=O)n2cc(N3CCN(C)CC3)c3ccc(Cl)cc32)cc1	7.26
1957	Ki	25.5	CCN1CCN(c2cn(S(=O)(=O)c3ccc4ccccc4c3)c3cc(Cl)ccc23)CC1	7.59
1958	Ki	15.0	Cn1c2c(c3cc(S(=O)(=O)c4ccccc4)ccc31)C1CCC(C2)N1	7.82
1961	Ki	379.0	O=c1n(CCCCCCN2CCN(c3nsc4ccccc34)CC2)c2cccc3c2n1CCC3	6.42
1962	Ki	221.0	O=C(NCCCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccccc1	6.66
1967	Ki	4.6	Cn1c2c(c3cc(S(=O)(=O)c4ccccc4F)ccc31)C1CCC(C2)N1	8.34
1968	Ki	4.0	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccc(F)cc1	8.4
1969	Ki	5.0	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccc(OC(F)(F)F)cc1	8.3
1970	Ki	4.365	CNc1nn2c(N3CCN(C)CC3)cc(C)nc2c1S(=O)(=O)c1ccccc1	8.36
1971	Ki	0.6457	CNc1nn2c(C)c(CN)c(C)nc2c1S(=O)(=O)c1ccccc1	9.19
1972	Ki	0.7079	CNc1nn2c(C)c(CN(C)C)c(C)nc2c1S(=O)(=O)c1ccccc1	9.15
1973	Ki	0.4169	CNc1nn2c(C)c(CN(C)C)c(C)nc2c1S(=O)(=O)c1cccc(Cl)c1	9.38
1976	Ki	80.0	CC1=CC(C)(C)c2ccc(NS(=O)(=O)c3c(Cl)nc4sccn34)cc21	7.1
1977	Ki	3.981	CS(=O)(=O)c1cccc(S(=O)(=O)c2ccc3c(c2)CCC[C@H]3CN)c1	8.4
1978	Ki	0.7943	NC[C@@H]1CCCc2cc(S(=O)(=O)c3cncs3)ccc21	9.1
1979	Ki	3.981	CN(C[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21)S(N)(=O)=O	8.4
1980	Ki	0.2512	O=C(CO)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)cc(F)c21	9.6
1981	Ki	1737.8	C=CCN(CC=C)CCc1c[nH]c2ccccc12	5.76
1983	Ki	93.0	NCCc1c[nH]c2ccc(O)cc12	7.03
1985	Ki	1.5	Cn1c2c(c3cc(S(=O)(=O)c4cccc(C(F)(F)F)c4)ccc31)C1CCC(C2)N1	8.82
1986	Ki	0.51	CN(C)[C@@H]1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)C1	9.29
1987	Ki	48.7	CC(C)n1nc2ccc(N3CC[C@@H](N)C3)cc2c1S(=O)(=O)c1cccc2ccccc12	7.31
1988	Ki	1423.0	CC(C)NCC(O)COc1cccc2ccccc12	5.85
1990	Ki	257.0	COc1cc2c3c(c1OC)-c1cc4c(cc1CC3N(C)CC2)OCO4	6.59
1993	Ki	5909.0	CCNC(=O)c1cccc(NC2=NC(N)=NC3(CCCCC3)N2)c1	5.23
1994	Ki	33.88	Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1	7.47
1995	Ki	3.236	COCc1cc(C)n2nc(SC)c(S(=O)(=O)c3ccccc3)c2n1	8.49
1996	Ki	1.072	CSc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1cccc(F)c1	8.97
1997	Ki	6.761	CSc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccc(F)cc1	8.17
